,target,environment,posture,block,subject,walklength,initial_contact_time,mean_error,std_error,maintain_total_frame,target_on_frame,target_on_rate,target_in_count,dwell_success_frame_0.1,dwell_success_count_0.1,first_dwell_0.1,mean_angular_speed_0.1,dwell_success_frame_0.2,dwell_success_count_0.2,first_dwell_0.2,mean_angular_speed_0.2,dwell_success_frame_0.3,dwell_success_count_0.3,first_dwell_0.3,mean_angular_speed_0.3,dwell_success_frame_0.4,dwell_success_count_0.4,first_dwell_0.4,mean_angular_speed_0.4,dwell_success_frame_0.5,dwell_success_count_0.5,first_dwell_0.5,mean_angular_speed_0.5,dwell_success_frame_0.6,dwell_success_count_0.6,first_dwell_0.6,mean_angular_speed_0.6,dwell_success_frame_0.7,dwell_success_count_0.7,first_dwell_0.7,mean_angular_speed_0.7,dwell_success_frame_0.8,dwell_success_count_0.8,first_dwell_0.8,mean_angular_speed_0.8,dwell_success_frame_0.9,dwell_success_count_0.9,first_dwell_0.9,mean_angular_speed_0.9,dwell_success_frame_1.0,dwell_success_count_1.0,first_dwell_1.0,mean_angular_speed_1.0,dwell_success_frame_1.1,dwell_success_count_1.1,first_dwell_1.1,mean_angular_speed_1.1,dwell_success_frame_1.2,dwell_success_count_1.2,first_dwell_1.2,mean_angular_speed_1.2,dwell_success_frame_1.3,dwell_success_count_1.3,first_dwell_1.3,mean_angular_speed_1.3,dwell_success_frame_1.4,dwell_success_count_1.4,first_dwell_1.4,mean_angular_speed_1.4,dwell_success_frame_1.5,dwell_success_count_1.5,first_dwell_1.5,mean_angular_speed_1.5,rolling_initial_contact_time_30,rolling_mean_error_30,rolling_std_error_30,rolling_initial_contact_time_40,rolling_mean_error_40,rolling_std_error_40,rolling_initial_contact_time_50,rolling_mean_error_50,rolling_std_error_50,rolling_initial_contact_time_60,rolling_mean_error_60,rolling_std_error_60,rolling_initial_contact_time_70,rolling_mean_error_70,rolling_std_error_70,rolling_initial_contact_time_80,rolling_mean_error_80,rolling_std_error_80,rolling_initial_contact_time_90,rolling_mean_error_90,rolling_std_error_90,rolling_initial_contact_time_100,rolling_mean_error_100,rolling_std_error_100,rolling_initial_contact_time_110,rolling_mean_error_110,rolling_std_error_110,rolling_initial_contact_time_120,rolling_mean_error_120,rolling_std_error_120
0,0,U,S,1,1,-0.005433830000000001,0.6492000000000075,0.05634729008960158,0.1459197808745563,351,351,100.0,1,351,1,0.6657000000000153,2.170483823925126,351,1,0.6657000000000153,2.170483823925126,351,1,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,351.0,1.0,0.6657000000000153,2.170483823925126,0.9656000000000518,0.06304648260272737,0.08826757045127141,1.1825000000000045,0.06331996559052647,0.08218503327586829,1.315300000000036,0.06370177609052574,0.07815645047375942,1.432200000000023,0.06511180620109609,0.07398442119290814,1.5973999999999933,0.0659658629055257,0.07096978541673936,1.732500000000016,0.06682368014975802,0.0684346914314024,1.8652000000000157,0.06779680496599676,0.06547151918437326,1.9972000000000207,0.06965997793331702,0.06195251736833261,2.2813000000000443,0.07011629379742965,0.059889713019380786,2.397199999999998,0.07158723894093116,0.0576082655295197
1,0,U,S,2,1,0.007593100000000019,0.6322000000000116,-0.24036433600601995,0.39035949383904345,352,342,97.1590909090909,3,352,3,0.6485999999999876,6.592311203962248,342,2,0.6485999999999876,4.133276995020024,342,2,0.6485999999999876,4.133276995020024,342.0,2.0,0.6485999999999876,4.133276995020024,342.0,2.0,0.6485999999999876,4.133276995020024,342.0,2.0,0.6485999999999876,4.133276995020024,304.0,1.0,0.6485999999999876,3.205730978709294,304.0,1.0,0.6485999999999876,3.205730978709294,304.0,1.0,0.6485999999999876,3.205730978709294,304.0,1.0,0.6485999999999876,3.205730978709294,304.0,1.0,0.6485999999999876,3.205730978709294,304.0,1.0,0.6485999999999876,3.205730978709294,304.0,1.0,0.6485999999999876,3.205730978709294,304.0,1.0,0.6485999999999876,3.205730978709294,304.0,1.0,0.6485999999999876,3.205730978709294,0.8651999999999589,-0.21929011633301956,0.3135042971321891,1.0149999999999864,-0.2118921517242408,0.290306175254015,1.1814000000000533,-0.2019935699277549,0.25896530483114205,1.2818999999999505,-0.1864078012970001,0.2232653466922026,1.3982999999999493,-0.1741951450040254,0.19357445579736823,1.4981000000000222,-0.1639147111269284,0.17241132729149256,1.6476999999999862,-0.15802653032267439,0.15532240599447664,1.7976999999999634,-0.15352576979089316,0.13900834380223046,1.948099999999954,-0.15056823654138624,0.12350328665427554,2.0317000000000007,-0.1452668216603299,0.11371615975129229
2,0,U,S,3,1,-0.00019500000000000073,0.7662000000000262,0.11733245861058533,0.18561962483936625,344,344,100.0,1,344,1,0.7821999999999889,3.1129343401272496,344,1,0.7821999999999889,3.1129343401272496,344,1,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,344.0,1.0,0.7821999999999889,3.1129343401272496,2.2309999999999945,0.09753322152636162,0.11187905755828571,2.280999999999949,0.10336614065564627,0.09266746270164938,2.2975000000000136,0.10687994634794852,0.0813724366106385,2.2975000000000136,0.11030657781039968,0.06928347545036966,2.3145999999999276,0.114569674867688,0.05442641896722343,2.364500000000021,0.11935145342181772,0.04062317880757994,2.413799999999924,0.12337934165848853,0.03193472651474615,2.38149999999996,0.1266950475774541,0.028140782445091217,2.43119999999999,0.13103561445999432,0.027840639925453107,2.5476999999999634,0.1361200151937158,0.029229503989579693
3,0,U,S,4,1,-0.004156300000000002,0.615799999999922,0.04477716181369731,0.24779191698546518,353,353,100.0,1,353,1,0.6317999999999984,2.8387154073270624,353,1,0.6317999999999984,2.8387154073270624,353,1,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,353.0,1.0,0.6317999999999984,2.8387154073270624,1.0155999999999494,0.06010090893031716,0.16419354457022836,1.1490999999999758,0.06809042471317221,0.1386837641865426,1.3308999999999287,0.0736983925357816,0.12443349860770014,1.5155999999999494,0.07672277220847096,0.1156735132352692,1.6818999999999278,0.07810270882418699,0.10551335288036826,1.8308999999999287,0.07999101245296864,0.09358879255307984,2.014799999999923,0.08146456796678471,0.08454492828950157,2.1807000000000016,0.08144902370944382,0.07848757254084865,2.3134999999999764,0.08104407762596198,0.07169543440564256,2.4302999999999884,0.08179192200219511,0.06234137660898906
4,1,U,S,1,1,0.012950280000000002,0.7313000000000329,-0.11428525175474546,0.952595505436179,346,286,82.65895953757226,9,338,7,0.7486000000000104,8.490488001768396,320,5,1.0815000000000055,7.832656821883309,302,4,1.3817999999999984,7.335457232671798,282.0,3.0,1.3817999999999984,7.027684630830012,254.0,2.0,1.3817999999999984,4.345705164407375,254.0,2.0,1.3817999999999984,4.345705164407375,254.0,2.0,1.3817999999999984,4.345705164407375,254.0,2.0,1.3817999999999984,4.345705164407375,254.0,2.0,1.3817999999999984,4.345705164407375,254.0,2.0,1.3817999999999984,4.345705164407375,254.0,2.0,1.3817999999999984,4.345705164407375,254.0,2.0,1.3817999999999984,4.345705164407375,254.0,2.0,1.3817999999999984,4.345705164407375,171.0,1.0,3.663000000000011,2.5690069700944687,171.0,1.0,3.663000000000011,2.5690069700944687,1.0815000000000055,-0.12159818881020766,0.8033120690548233,1.1648000000000138,-0.13405721549543645,0.7326654759858687,1.264699999999948,-0.1512901367070561,0.6669706564123756,1.365000000000009,-0.17096170893310914,0.6130633231362674,1.51400000000001,-0.19038518940421964,0.5750726332817762,1.6811999999999898,-0.20693463412788013,0.5492267237488794,1.8483999999999696,-0.22173490096589202,0.5275915738264068,2.0150999999999613,-0.235829369655785,0.5022751406383367,2.1306999999999334,-0.24951375152287109,0.46472605224291075,2.282299999999964,-0.26587879341892695,0.418099666362375
5,1,U,S,2,1,-0.0136135,0.4818000000000211,0.002689816191656386,0.6281908065057742,361,342,94.73684210526315,5,354,3,0.5326999999999771,8.287321513189443,354,3,0.5326999999999771,8.287321513189443,340,2,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,340.0,2.0,0.7655999999999494,3.854588813666526,0.7655999999999494,-0.03459193170435441,0.3556408480100681,0.9158999999999651,-0.047545412687275426,0.3014768979852473,1.0498000000000047,-0.05859483620590649,0.2634439768019839,1.1992999999999938,-0.06882050501744583,0.22847948153817357,1.3496999999999844,-0.07868436777106651,0.20118138357388402,1.5150999999999613,-0.08722696195909845,0.18429718522604033,1.6983999999999924,-0.0934100923875426,0.168440861924918,1.8484999999999445,-0.10026151242792548,0.15364325297035616,2.031600000000026,-0.10642817241230171,0.14580302549073942,2.198599999999942,-0.11108763816818214,0.13630706426888142
6,1,U,S,3,1,0.02104310000000001,0.48290000000008604,0.09427878198899081,0.2999958253353248,361,361,100.0,1,361,1,0.49870000000009895,3.3857011090461713,361,1,0.49870000000009895,3.3857011090461713,361,1,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,361.0,1.0,0.49870000000009895,3.3857011090461713,0.8654999999999973,0.11010475815848587,0.1672728087605701,1.0319000000000642,0.10841621793319907,0.14740336489098366,1.2982000000000653,0.12047623619578288,0.13949247185180036,1.481800000000021,0.13314795458991488,0.13197069670721154,1.6152000000000726,0.14248319145929522,0.13001903705769952,1.7818000000000893,0.1531264175898527,0.12985568142520978,1.9306000000000267,0.16352763771220655,0.130447927265763,2.0645000000000664,0.17282290381965945,0.13317952477614953,2.2299000000000433,0.1851698473708054,0.13349459373289074,2.3976000000000113,0.19808996246609503,0.13357917996943114
7,1,U,S,4,1,-0.011961699999999992,0.6652000000000271,-0.0553932535508033,0.1994542606889254,350,350,100.0,1,350,1,0.6825000000000045,2.347391140416965,350,1,0.6825000000000045,2.347391140416965,350,1,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,350.0,1.0,0.6825000000000045,2.347391140416965,1.1645999999999503,-0.03193228982290115,0.14192899056649846,1.298400000000015,-0.02788399673481153,0.13418652532782013,1.4656999999999698,-0.021976147344394053,0.13005137010551876,1.615099999999984,-0.015275167751044922,0.1258529690561168,1.7483999999999469,-0.009120981464192749,0.12041724531436102,1.8815999999999349,-0.00397018967928,0.11526595565565259,2.0144000000000233,0.0005488596710174452,0.1112631702297643,2.197400000000016,0.006363794947726869,0.10762959466813296,2.346499999999992,0.01197451449836133,0.10280873166637801,2.482099999999946,0.016682198267552902,0.09839943051863112
8,2,U,S,1,1,-0.0026489000000000026,0.6829000000000178,-0.37959285540530363,0.5413193806398409,349,328,93.98280802292264,3,349,3,0.6992999999999938,4.045393723648835,342,2,0.8153000000000361,3.7591989654887406,342,2,0.8153000000000361,3.7591989654887406,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,321.0,1.0,1.1659999999999968,2.6336237815518215,4.513300000000015,0.09416579778706217,0.07802621852876881,4.463399999999979,0.08908091323600066,0.07813182225153109,4.4956000000000245,0.0926524714575663,0.07342916400556979,4.5797000000000025,0.09731127643441577,0.06941441908949603,4.630200000000002,0.09597330562042693,0.07053365603877879,4.695300000000032,0.09674204493701367,0.06943785037851492,4.712699999999984,0.09251813328105707,0.07437324715878188,4.630200000000002,0.07990840587327079,0.08354084228403419,4.630200000000002,0.07576030587327082,0.08193058674687781,4.663499999999999,0.07387295223393245,0.07739232136609507
9,2,U,S,2,1,-0.029079399999999977,0.9488000000000056,-0.040789329295753816,0.19224165925259754,333,333,100.0,1,333,1,0.9652999999999565,2.406947823701728,333,1,0.9652999999999565,2.406947823701728,333,1,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,333.0,1.0,0.9652999999999565,2.406947823701728,1.3985000000000127,-0.07700027602581674,0.12069390348316668,1.5818000000000438,-0.08924463138476983,0.10318550277213026,1.797800000000052,-0.09781772122075148,0.09143052147456492,1.981200000000058,-0.10471997143609381,0.08221667174732769,2.1644999999999754,-0.11206830670956912,0.07386779406783968,3.9297000000000253,-0.08391794685676075,0.04448366375971179,4.429700000000025,-0.08973089256492392,0.03787462641254236,4.480000000000018,-0.10193341977982864,0.03433836655583389,4.531799999999976,-0.11499743128911966,0.03830291844306161,4.629099999999994,-0.13039613913455103,0.04783301802519512
