,subject_num,posture,cursor_type,repetition,target_num,wide,target_size,extra_times_over_target,error
0,5,STAND,HEAD,4,0,SMALL,0.5,3,
1,5,STAND,HEAD,4,0,SMALL,1.0,3,
2,5,STAND,HEAD,4,0,SMALL,1.5,1,
3,5,STAND,HEAD,4,0,SMALL,2.0,1,
4,5,STAND,HEAD,4,0,SMALL,2.5,1,
5,5,STAND,HEAD,4,0,SMALL,3.0,1,
6,5,STAND,HEAD,4,0,SMALL,3.5,1,
7,5,STAND,HEAD,4,0,SMALL,4.0,1,
8,5,STAND,HEAD,4,1,SMALL,0.5,4,
9,5,STAND,HEAD,4,1,SMALL,1.0,5,
10,5,STAND,HEAD,4,1,SMALL,1.5,3,
11,5,STAND,HEAD,4,1,SMALL,2.0,2,
12,5,STAND,HEAD,4,1,SMALL,2.5,1,
13,5,STAND,HEAD,4,1,SMALL,3.0,1,
14,5,STAND,HEAD,4,1,SMALL,3.5,1,
15,5,STAND,HEAD,4,1,SMALL,4.0,1,
16,5,STAND,HEAD,4,2,SMALL,0.5,2,
17,5,STAND,HEAD,4,2,SMALL,1.0,1,
18,5,STAND,HEAD,4,2,SMALL,1.5,2,
19,5,STAND,HEAD,4,2,SMALL,2.0,3,
20,5,STAND,HEAD,4,2,SMALL,2.5,1,
21,5,STAND,HEAD,4,2,SMALL,3.0,1,
22,5,STAND,HEAD,4,2,SMALL,3.5,1,
23,5,STAND,HEAD,4,2,SMALL,4.0,1,
24,5,STAND,HEAD,4,3,SMALL,0.5,1,
25,5,STAND,HEAD,4,3,SMALL,1.0,4,
26,5,STAND,HEAD,4,3,SMALL,1.5,3,
27,5,STAND,HEAD,4,3,SMALL,2.0,3,
28,5,STAND,HEAD,4,3,SMALL,2.5,3,
29,5,STAND,HEAD,4,3,SMALL,3.0,3,
30,5,STAND,HEAD,4,3,SMALL,3.5,2,
31,5,STAND,HEAD,4,3,SMALL,4.0,1,
32,5,STAND,HEAD,4,4,SMALL,0.5,4,
33,5,STAND,HEAD,4,4,SMALL,1.0,3,
34,5,STAND,HEAD,4,4,SMALL,1.5,2,
35,5,STAND,HEAD,4,4,SMALL,2.0,1,
36,5,STAND,HEAD,4,4,SMALL,2.5,1,
37,5,STAND,HEAD,4,4,SMALL,3.0,1,
38,5,STAND,HEAD,4,4,SMALL,3.5,1,
39,5,STAND,HEAD,4,4,SMALL,4.0,1,
40,5,STAND,HEAD,4,5,SMALL,0.5,1,
41,5,STAND,HEAD,4,5,SMALL,1.0,1,
42,5,STAND,HEAD,4,5,SMALL,1.5,2,
43,5,STAND,HEAD,4,5,SMALL,2.0,2,
44,5,STAND,HEAD,4,5,SMALL,2.5,2,
45,5,STAND,HEAD,4,5,SMALL,3.0,2,
46,5,STAND,HEAD,4,5,SMALL,3.5,2,
47,5,STAND,HEAD,4,5,SMALL,4.0,2,
48,5,STAND,HEAD,4,6,SMALL,0.5,2,
49,5,STAND,HEAD,4,6,SMALL,1.0,7,
50,5,STAND,HEAD,4,6,SMALL,1.5,5,
51,5,STAND,HEAD,4,6,SMALL,2.0,3,
52,5,STAND,HEAD,4,6,SMALL,2.5,3,
53,5,STAND,HEAD,4,6,SMALL,3.0,2,
54,5,STAND,HEAD,4,6,SMALL,3.5,2,
55,5,STAND,HEAD,4,6,SMALL,4.0,2,
56,5,STAND,HEAD,4,7,SMALL,0.5,2,
57,5,STAND,HEAD,4,7,SMALL,1.0,2,
58,5,STAND,HEAD,4,7,SMALL,1.5,2,
59,5,STAND,HEAD,4,7,SMALL,2.0,1,
60,5,STAND,HEAD,4,7,SMALL,2.5,1,
61,5,STAND,HEAD,4,7,SMALL,3.0,1,
62,5,STAND,HEAD,4,7,SMALL,3.5,1,
63,5,STAND,HEAD,4,7,SMALL,4.0,1,
64,5,STAND,HEAD,4,8,SMALL,0.5,1,
65,5,STAND,HEAD,4,8,SMALL,1.0,2,
66,5,STAND,HEAD,4,8,SMALL,1.5,1,
67,5,STAND,HEAD,4,8,SMALL,2.0,1,
68,5,STAND,HEAD,4,8,SMALL,2.5,1,
69,5,STAND,HEAD,4,8,SMALL,3.0,1,
70,5,STAND,HEAD,4,8,SMALL,3.5,1,
71,5,STAND,HEAD,4,8,SMALL,4.0,1,
72,5,WALK,HEAD,4,0,SMALL,0.5,0,
73,5,WALK,HEAD,4,0,SMALL,1.0,3,
74,5,WALK,HEAD,4,0,SMALL,1.5,4,
75,5,WALK,HEAD,4,0,SMALL,2.0,7,
76,5,WALK,HEAD,4,0,SMALL,2.5,7,
77,5,WALK,HEAD,4,0,SMALL,3.0,7,
78,5,WALK,HEAD,4,0,SMALL,3.5,6,
79,5,WALK,HEAD,4,0,SMALL,4.0,3,
80,5,WALK,HEAD,4,1,SMALL,0.5,1,
81,5,WALK,HEAD,4,1,SMALL,1.0,3,
82,5,WALK,HEAD,4,1,SMALL,1.5,5,
83,5,WALK,HEAD,4,1,SMALL,2.0,7,
84,5,WALK,HEAD,4,1,SMALL,2.5,6,
85,5,WALK,HEAD,4,1,SMALL,3.0,6,
86,5,WALK,HEAD,4,1,SMALL,3.5,6,
87,5,WALK,HEAD,4,1,SMALL,4.0,5,
88,5,WALK,HEAD,4,2,SMALL,0.5,0,
89,5,WALK,HEAD,4,2,SMALL,1.0,1,
90,5,WALK,HEAD,4,2,SMALL,1.5,2,
91,5,WALK,HEAD,4,2,SMALL,2.0,4,
92,5,WALK,HEAD,4,2,SMALL,2.5,5,
93,5,WALK,HEAD,4,2,SMALL,3.0,9,
94,5,WALK,HEAD,4,2,SMALL,3.5,8,
95,5,WALK,HEAD,4,2,SMALL,4.0,4,
96,5,WALK,HEAD,4,3,SMALL,0.5,4,
97,5,WALK,HEAD,4,3,SMALL,1.0,5,
98,5,WALK,HEAD,4,3,SMALL,1.5,7,
99,5,WALK,HEAD,4,3,SMALL,2.0,9,
100,5,WALK,HEAD,4,3,SMALL,2.5,9,
101,5,WALK,HEAD,4,3,SMALL,3.0,5,
102,5,WALK,HEAD,4,3,SMALL,3.5,2,
103,5,WALK,HEAD,4,3,SMALL,4.0,2,
104,5,WALK,HEAD,4,4,SMALL,0.5,0,
